ut;addr_no;country;code;city;organisation;pubs
WOS:000586587400006;18;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000586587400006;23;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000586587400006;23;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000586587400006;27;Switzerland;CH;Sauverny;University of Geneva;100
WOS:000586587400006;30;Japan;JP;Tokyo;University of Tokyo;142
WOS:000586587400006;36;USA;US;Santa Cruz;University of California System;108
WOS:000586587400006;38;USA;US;Hilo;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000586587400006;38;USA;US;Hilo;National Astronomical Observatory of Japan;135
WOS:000586587400006;41;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000586587400006;41;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000587752500004;4;Switzerland;CH;Versoix;University of Geneva;100
WOS:000587752500004;5;England;GB;Coventry;University of Warwick;144
WOS:000587762900105;2;France;FR;Orsay;Centre National de la Recherche Scientifique (CNRS);128
WOS:000590397300001;5;France;FR;Nice;Centre National de la Recherche Scientifique (CNRS);128
WOS:000592680600001;3;USA;US;Pasadena;California Institute of Technology;154
WOS:000592680600001;3;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000592680600001;5;USA;US;Pasadena;California Institute of Technology;154
WOS:000592680600001;7;USA;US;Berkeley;University of California System;108
WOS:000592680600001;9;USA;US;Pasadena;California Institute of Technology;154
WOS:000592680600001;10;USA;US;Pasadena;California Institute of Technology;154
WOS:000592680600001;11;USA;US;Pasadena;California Institute of Technology;154
WOS:000592680600001;12;USA;US;Pasadena;California Institute of Technology;154
WOS:000592680600001;13;Scotland;GB;St Andrews;University of St Andrews;104
WOS:000592680600001;14;USA;US;Cambridge;Smithsonian Institution;132
WOS:000592680600001;16;USA;US;Santa Cruz;University of California System;108
WOS:000592680600001;17;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000592680600001;17;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000595927300001;1;USA;US;Cambridge;Smithsonian Institution;132
WOS:000595927300001;16;USA;US;Moffett Field;National Aeronautics & Space Administration (NASA);162
WOS:000595927300001;18;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000595927300001;19;USA;US;Pasadena;California Institute of Technology;154
WOS:000595927300001;20;England;GB;Keele;Keele University;132
WOS:000595927300001;21;England;GB;Coventry;University of Warwick;144
WOS:000595927300001;27;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000595927300001;27;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000596470300001;6;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000596470300001;6;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000596470300001;14;USA;US;Moffett Field;National Aeronautics & Space Administration (NASA);162
WOS:000596470300001;15;USA;US;Pasadena;California Institute of Technology;154
WOS:000596470300001;17;USA;US;Washington;National Aeronautics & Space Administration (NASA);162
WOS:000599906100001;3;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000599906100001;16;USA;US;Cambridge;Smithsonian Institution;132
WOS:000599906100001;20;USA;US;Moffett Field;National Aeronautics & Space Administration (NASA);162
WOS:000599906100001;25;USA;US;Santa Cruz;University of California System;108
WOS:000599906100001;27;USA;US;Pasadena;California Institute of Technology;154
WOS:000599906100001;28;USA;US;Pasadena;California Institute of Technology;154
WOS:000599906100001;29;USA;US;Pasadena;California Institute of Technology;154
WOS:000599906100001;29;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000599906100001;34;USA;US;Pasadena;California Institute of Technology;154
WOS:000599906100001;34;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000599906100001;38;Japan;JP;Tokyo;University of Tokyo;142
WOS:000599906100001;39;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000599906100001;42;USA;US;Berkeley;University of California System;108
WOS:000599906100001;43;England;GB;Keele;Keele University;132
WOS:000599906100001;47;USA;US;Riverside;University of California System;108
WOS:000599906100001;51;Japan;JP;Tokyo;University of Tokyo;142
WOS:000599906100001;52;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000599906100001;57;Japan;JP;Tokyo;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000599906100001;57;Japan;JP;Tokyo;National Astronomical Observatory of Japan;135
WOS:000599906100001;59;Japan;JP;Tokyo;University of Tokyo;142
WOS:000599906100001;62;England;GB;Coventry;University of Warwick;144
WOS:000599906100001;63;USA;US;Irvine;University of California System;108
WOS:000599906100001;64;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000599906100001;64;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000601183100002;4;Japan;JP;Tokyo;University of Tokyo;142
WOS:000601183100002;5;Japan;JP;Tokyo;University of Tokyo;142
WOS:000601183100002;7;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000601183100002;8;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000601183100002;8;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000601183100002;10;Japan;JP;Tokyo;University of Tokyo;142
WOS:000601183100002;11;USA;US;Cambridge;Smithsonian Institution;132
WOS:000601183100002;22;USA;US;Moffett Field;National Aeronautics & Space Administration (NASA);162
WOS:000601183100002;25;USA;US;Cambridge;Harvard University;103
WOS:000601183100002;25;USA;US;Cambridge;Smithsonian Institution;132
WOS:000603523300001;2;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000603523300001;2;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000603523300001;5;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000603523300001;5;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000605983000010;4;USA;US;Santa Cruz;University of California System;108
WOS:000605983000010;7;USA;US;Columbus;Ohio State University;107
WOS:000605983000010;8;USA;US;Columbus;Ohio State University;107
WOS:000605983000010;9;USA;US;Pasadena;California Institute of Technology;154
WOS:000606297700049;5;England;GB;Keele;Keele University;132
WOS:000606855300008;4;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000606855300008;7;Japan;JP;Tokyo;University of Tokyo;142
WOS:000606855300008;19;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000606855300008;19;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000606855300008;21;USA;US;Pasadena;California Institute of Technology;154
WOS:000606855300008;27;USA;US;Moffett Field;National Aeronautics & Space Administration (NASA);162
WOS:000606855300008;34;Japan;JP;Tokyo;University of Tokyo;142
WOS:000606855300008;36;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000607750900001;4;Japan;JP;Tokyo;University of Tokyo;142
WOS:000607750900001;8;USA;US;Cambridge;Smithsonian Institution;132
WOS:000607750900001;19;England;GB;Keele;Keele University;132
WOS:000607750900001;24;USA;US;Pasadena;California Institute of Technology;154
WOS:000607750900001;24;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000607750900001;25;USA;US;Pasadena;California Institute of Technology;154
WOS:000607750900001;25;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000607750900001;26;USA;US;Riverside;University of California System;108
WOS:000607750900001;27;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000607750900001;28;USA;US;Pasadena;California Institute of Technology;154
WOS:000607750900001;28;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000607750900001;29;USA;US;Washington;National Aeronautics & Space Administration (NASA);162
WOS:000607750900001;30;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000607750900001;30;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000607750900001;35;USA;US;Moffett Field;National Aeronautics & Space Administration (NASA);162
WOS:000607878000003;2;USA;US;Berkeley;University of California System;108
WOS:000607878000003;3;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000607878000003;3;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000607878000003;7;USA;US;Huntsville;National Aeronautics & Space Administration (NASA);162
WOS:000607878000003;8;Germany;DE;Garching;Max Planck Society;198
WOS:000607878000003;9;Switzerland;CH;Versoix;University of Geneva;100
WOS:000607953600001;6;USA;US;Santa Cruz;University of California System;108
WOS:000607953600001;7;USA;US;Cambridge;Smithsonian Institution;132
WOS:000607953600001;13;USA;US;Berkeley;University of California System;108
WOS:000607953600001;14;USA;US;Berkeley;University of California System;108
WOS:000608474800084;5;USA;US;Santa Cruz;University of California System;108
WOS:000608474800084;11;USA;US;Santa Barbara;University of California System;108
WOS:000608474800084;22;England;GB;Coventry;University of Warwick;144
WOS:000609155300001;13;USA;US;Cambridge;Smithsonian Institution;132
WOS:000609480000001;4;Germany;DE;Garching;Max Planck Society;198
WOS:000610062100001;7;Switzerland;CH;Versoix;University of Geneva;100
WOS:000610062100001;9;Japan;JP;Tokyo;University of Tokyo;142
WOS:000610062100001;17;England;GB;Coventry;University of Warwick;144
WOS:000610062100001;18;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000610062100001;22;Japan;JP;Tokyo;University of Tokyo;142
WOS:000610062100001;24;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000610062100001;25;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000610062100001;25;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000610062100001;28;USA;US;Riverside;University of California System;108
WOS:000610062100001;31;USA;US;Pasadena;California Institute of Technology;154
WOS:000610062100001;31;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000610062100001;47;USA;US;Moffett Field;National Aeronautics & Space Administration (NASA);162
WOS:000610062100001;48;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000610062100001;48;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000610549500045;4;USA;US;Pasadena;California Institute of Technology;154
WOS:000610549500045;6;Germany;DE;Bonn;Max Planck Society;198
WOS:000611516500001;7;USA;US;Riverside;University of California System;108
WOS:000611516500001;10;USA;US;Cambridge;Smithsonian Institution;132
WOS:000611516500001;18;USA;US;Moffett Field;National Aeronautics & Space Administration (NASA);162
WOS:000611516500001;20;USA;US;Pasadena;California Institute of Technology;154
WOS:000611516500001;20;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000611516500001;26;England;GB;Keele;Keele University;132
WOS:000611516500001;27;England;GB;Coventry;University of Warwick;144
WOS:000611516500001;37;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000611516500001;37;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000617156800001;2;South Korea;KR;Daejeon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000619782400001;1;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000619782400001;2;USA;US;Pasadena;California Institute of Technology;154
WOS:000619782400001;3;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000619782400001;4;USA;US;Columbus;Ohio State University;107
WOS:000619782400001;6;USA;US;Cambridge;Smithsonian Institution;132
WOS:000619782400001;9;USA;US;Pasadena;California Institute of Technology;154
WOS:000619782400001;15;England;GB;Coventry;University of Warwick;144
WOS:000624671800002;3;England;GB;Coventry;University of Warwick;144
WOS:000624671800002;4;England;GB;Coventry;University of Warwick;144
WOS:000624671800002;5;Switzerland;CH;Sauverny;University of Geneva;100
WOS:000625403700001;1;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000625403700001;1;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000625403700001;10;USA;US;Cambridge;Smithsonian Institution;132
WOS:000625403700001;14;England;GB;Keele;Keele University;132
WOS:000625403700001;38;USA;US;Moffett Field;National Aeronautics & Space Administration (NASA);162
WOS:000625759900001;6;USA;US;Cambridge;Harvard University;103
WOS:000625759900001;6;USA;US;Cambridge;Smithsonian Institution;132
WOS:000625759900001;10;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000625759900001;11;France;FR;Nice;Centre National de la Recherche Scientifique (CNRS);128
WOS:000625759900001;23;USA;US;Moffett Field;National Aeronautics & Space Administration (NASA);162
WOS:000625759900001;32;USA;US;Pasadena;California Institute of Technology;154
WOS:000625759900001;32;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000625876100052;1;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000625876100052;12;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000625876100052;12;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000625876100052;14;USA;US;Cambridge;Smithsonian Institution;132
WOS:000625876100052;16;Japan;JP;Tokyo;University of Tokyo;142
WOS:000625876100052;17;USA;US;Berkeley;University of California System;108
WOS:000625876100052;21;Japan;JP;Tokyo;University of Tokyo;142
WOS:000625876100052;23;England;GB;Keele;Keele University;132
WOS:000625876100052;24;USA;US;Moffett Field;National Aeronautics & Space Administration (NASA);162
WOS:000625876100052;25;Germany;DE;Gottingen;Max Planck Society;198
WOS:000625876100052;31;Japan;JP;Tokyo;University of Tokyo;142
WOS:000625876100052;33;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000625876100052;36;England;GB;Coventry;University of Warwick;144
WOS:000626882100001;7;USA;US;Cambridge;Smithsonian Institution;132
WOS:000626882100001;8;USA;US;Moffett Field;National Aeronautics & Space Administration (NASA);162
WOS:000626882100001;15;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000626882100001;15;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000637320000076;6;Japan;JP;Kashiwa;University of Tokyo;142
WOS:000637320100032;6;France;FR;Clermont Ferrand;Centre National de la Recherche Scientifique (CNRS);128
WOS:000637356700001;5;South Korea;KR;Daejeon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000637356700001;9;Germany;DE;Bonn;Max Planck Society;198
WOS:000640456400001;1;Germany;DE;Bonn;Max Planck Society;198
WOS:000640917300003;1;Japan;JP;Mitaka;University of Tokyo;142
WOS:000640917300003;8;Japan;JP;Kashiwa;University of Tokyo;142
WOS:000640917300003;10;USA;US;Hilo;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000640917300003;17;Japan;JP;Nagoya;Nagoya University;116
WOS:000640917300003;18;Japan;JP;Nagoya;Nagoya University;116
WOS:000640917300003;23;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000641578900001;5;Germany;DE;Bonn;Max Planck Society;198
WOS:000641582500001;2;USA;US;Pasadena;California Institute of Technology;154
WOS:000641582500001;3;England;GB;Coventry;University of Warwick;144
WOS:000641867100004;2;France;FR;Nice;Centre National de la Recherche Scientifique (CNRS);128
WOS:000641867100004;3;USA;US;Cambridge;Harvard University;103
WOS:000641867100004;3;USA;US;Cambridge;Smithsonian Institution;132
WOS:000641867100004;4;France;FR;Paris;Centre National de la Recherche Scientifique (CNRS);128
WOS:000641867100004;6;France;FR;St Michel;Centre National de la Recherche Scientifique (CNRS);128
WOS:000641867100004;14;France;FR;Besancon;Centre National de la Recherche Scientifique (CNRS);128
WOS:000641867100004;18;France;FR;Paris;Centre National de la Recherche Scientifique (CNRS);128
WOS:000641867100004;28;France;FR;Meudon;Centre National de la Recherche Scientifique (CNRS);128
WOS:000641987400002;7;Germany;DE;Garching;Max Planck Society;198
WOS:000641987400014;1;USA;US;Columbus;Ohio State University;107
WOS:000641987400014;2;USA;US;Columbus;Ohio State University;107
WOS:000645164000001;16;USA;US;Pasadena;California Institute of Technology;154
WOS:000645164000001;17;USA;US;Pasadena;California Institute of Technology;154
WOS:000645164000001;18;USA;US;Cambridge;Harvard University;103
WOS:000648841900001;3;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000648841900001;8;Germany;DE;Bonn;Max Planck Society;198
WOS:000648999700076;1;South Korea;KR;Daejeon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000648999700076;4;USA;US;Columbus;Ohio State University;107
WOS:000648999700076;5;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000648999700076;14;USA;US;Pasadena;California Institute of Technology;154
WOS:000648999700076;15;England;GB;Coventry;University of Warwick;144
WOS:000649000600043;5;England;GB;Keele;Keele University;132
WOS:000651649700001;4;USA;US;Davis;University of California System;108
WOS:000651649700001;12;USA;US;Santa Cruz;University of California System;108
WOS:000651649700001;20;USA;US;Columbus;Ohio State University;107
WOS:000651780800001;8;France;FR;Nice;Centre National de la Recherche Scientifique (CNRS);128
WOS:000652057800003;3;USA;US;Santa Barbara;University of California System;108
WOS:000655281500001;2;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000655281500001;3;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000655281500001;3;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000655281500001;4;Japan;JP;Tokyo;University of Tokyo;142
WOS:000655281500001;6;Japan;JP;Tokyo;University of Tokyo;142
WOS:000655295500001;2;USA;US;Santa Barbara;University of California System;108
WOS:000655295500001;3;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000655295500001;5;USA;US;Cambridge;Smithsonian Institution;132
WOS:000655295500001;12;USA;US;Davis;University of California System;108
WOS:000655295500001;15;Japan;JP;Kashiwa;University of Tokyo;142
WOS:000655453100001;3;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000655453100001;6;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000655453100001;7;USA;US;Columbus;Ohio State University;107
WOS:000655453100001;14;USA;US;Pasadena;California Institute of Technology;154
WOS:000655453100001;15;England;GB;Coventry;University of Warwick;144
WOS:000655453100001;16;Japan;JP;Nagoya;Nagoya University;116
WOS:000655453100001;17;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000655453100001;17;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000655453100001;21;Japan;JP;Tokyo;University of Tokyo;142
WOS:000656137100001;9;England;GB;Keele;Keele University;132
WOS:000656137100057;22;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000656137100057;22;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000656137100057;26;USA;US;Santa Barbara;University of California System;108
WOS:000657491800001;1;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000657491800001;5;USA;US;Columbus;Ohio State University;107
WOS:000657491800001;6;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000657491800001;7;USA;US;Cambridge;Smithsonian Institution;132
WOS:000657491800001;13;USA;US;Pasadena;California Institute of Technology;154
WOS:000657491800001;14;England;GB;Coventry;University of Warwick;144
WOS:000658484300001;5;USA;US;Columbus;Ohio State University;107
WOS:000658484300001;8;USA;US;Columbus;Ohio State University;107
WOS:000658869700001;1;Germany;DE;Garching;Max Planck Society;198
WOS:000661537200019;6;Japan;JP;Kashiwa;University of Tokyo;142
WOS:000661537200019;19;USA;US;Santa Barbara;University of California System;108
WOS:000661537200019;25;France;FR;Lyon;Centre National de la Recherche Scientifique (CNRS);128
WOS:000661643400001;1;South Korea;KR;Daejeon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000661643400001;6;USA;US;Columbus;Ohio State University;107
WOS:000661643400001;7;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000661643400001;15;USA;US;Pasadena;California Institute of Technology;154
WOS:000661643400001;16;England;GB;Coventry;University of Warwick;144
WOS:000661643400001;17;Japan;JP;Nagoya;Nagoya University;116
WOS:000661643400001;18;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000661643400001;18;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000661643400001;22;Japan;JP;Tokyo;University of Tokyo;142
WOS:000661643400001;24;Japan;JP;Tokyo;University of Tokyo;142
WOS:000661643400001;25;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000661643400001;25;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000663016800001;3;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000663016800001;6;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000663016800001;7;USA;US;Columbus;Ohio State University;107
WOS:000663016800001;9;USA;US;Cambridge;Smithsonian Institution;132
WOS:000663016800001;12;USA;US;Pasadena;California Institute of Technology;154
WOS:000663016800001;13;England;GB;Coventry;University of Warwick;144
WOS:000664651800001;1;France;FR;Nice;Centre National de la Recherche Scientifique (CNRS);128
WOS:000664651800001;2;France;FR;Marseille;Centre National de la Recherche Scientifique (CNRS);128
WOS:000664651800001;3;France;FR;Lille;Centre National de la Recherche Scientifique (CNRS);128
WOS:000664651800001;5;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000664651800001;5;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000664651800001;11;Switzerland;CH;Sauverny;University of Geneva;100
WOS:000664651800001;14;USA;US;Pasadena;California Institute of Technology;154
WOS:000664651800001;14;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000664651800001;19;France;FR;Guyancourt;Centre National de la Recherche Scientifique (CNRS);128
WOS:000669953600003;1;France;FR;Nice;Centre National de la Recherche Scientifique (CNRS);128
WOS:000669953600003;8;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000671481700018;1;France;FR;Marseille;Centre National de la Recherche Scientifique (CNRS);128
WOS:000671481700018;3;England;GB;Coventry;University of Warwick;144
WOS:000671481700018;4;England;GB;Coventry;University of Warwick;144
WOS:000671481700018;12;USA;US;Moffett Field;National Aeronautics & Space Administration (NASA);162
WOS:000671481700018;20;USA;US;Pasadena;California Institute of Technology;154
WOS:000671481700018;20;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000671481700018;23;Switzerland;CH;Versoix;University of Geneva;100
WOS:000671481700018;33;France;FR;Grenoble;Centre National de la Recherche Scientifique (CNRS);128
WOS:000671481700018;34;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000671481700018;34;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000671481700018;42;Japan;JP;Tokyo;University of Tokyo;142
WOS:000671559500007;2;Japan;JP;Kashiwa;University of Tokyo;142
WOS:000671799000001;9;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000671799000001;12;France;FR;Grenoble;Centre National de la Recherche Scientifique (CNRS);128
WOS:000671799000001;15;Switzerland;CH;Versoix;University of Geneva;100
WOS:000671799000001;20;England;GB;Coventry;University of Warwick;144
WOS:000672997600001;11;France;FR;Gif Sur Yvette;Centre National de la Recherche Scientifique (CNRS);128
WOS:000674416200001;3;France;FR;Paris;Centre National de la Recherche Scientifique (CNRS);128
WOS:000675214500001;4;France;FR;Meudon;Centre National de la Recherche Scientifique (CNRS);128
WOS:000678664800001;13;Japan;JP;Tokyo;University of Tokyo;142
WOS:000678664800001;15;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000678664800001;18;Japan;JP;Tokyo;University of Tokyo;142
WOS:000678664800001;22;England;GB;Coventry;University of Warwick;144
WOS:000678925000001;3;South Korea;KR;Daejeon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000679084500001;3;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000679084500001;3;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000679084500001;5;Japan;JP;Tokyo;University of Tokyo;142
WOS:000679084500001;7;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000679084500001;8;USA;US;Columbus;Ohio State University;107
WOS:000679084500001;11;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000679084500001;19;Japan;JP;Nagoya;Nagoya University;116
WOS:000679084500001;20;Japan;JP;Tokyo;University of Tokyo;142
WOS:000679084500001;23;France;FR;Paris;Centre National de la Recherche Scientifique (CNRS);128
WOS:000679084500001;26;USA;US;Pasadena;California Institute of Technology;154
WOS:000679084500001;27;England;GB;Coventry;University of Warwick;144
WOS:000679084500001;31;USA;US;Pasadena;California Institute of Technology;154
WOS:000679084500001;32;USA;US;Pasadena;California Institute of Technology;154
WOS:000679084500001;32;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000679084500001;36;Scotland;GB;St Andrews;University of St Andrews;104
WOS:000679084500001;46;Japan;JP;Nagoya;Nagoya University;116
WOS:000679084500001;47;Japan;JP;Nagoya;Nagoya University;116
WOS:000679084500001;55;USA;US;Santa Barbara;University of California System;108
WOS:000679084500001;56;England;GB;Keele;Keele University;132
WOS:000679084500001;61;Scotland;GB;St Andrews;University of St Andrews;104
WOS:000683561700001;1;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000683561700001;2;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000683561700001;3;USA;US;Columbus;Ohio State University;107
WOS:000684383600001;1;USA;US;Cambridge;Harvard University;103
WOS:000685179700001;2;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000685179700001;3;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000685179700001;3;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000685179700001;4;Japan;JP;Tokyo;University of Tokyo;142
WOS:000686300800003;2;USA;US;Pasadena;California Institute of Technology;154
WOS:000686300800003;2;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000686366700001;1;USA;US;Pasadena;California Institute of Technology;154
WOS:000686366700001;6;USA;US;Los Angeles;University of California System;108
WOS:000686366700001;7;USA;US;Pasadena;California Institute of Technology;154
WOS:000686366700001;8;USA;US;Pasadena;California Institute of Technology;154
WOS:000686790300001;1;USA;US;Cambridge;Smithsonian Institution;132
WOS:000687393700001;1;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000687393700001;1;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000687393700001;11;England;GB;Coventry;University of Warwick;144
WOS:000687393700001;16;England;GB;Keele;Keele University;132
WOS:000688233900008;3;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000688233900008;5;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000688233900008;6;USA;US;Columbus;Ohio State University;107
WOS:000692222300007;1;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000692847500003;3;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000693763700001;1;USA;US;Pasadena;California Institute of Technology;154
WOS:000693763700001;6;USA;US;Berkeley;University of California System;108
WOS:000693763700001;13;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000693763700001;13;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000693763700001;18;Germany;DE;Potsdam;Max Planck Society;198
WOS:000693763700001;20;USA;US;Pasadena;California Institute of Technology;154
WOS:000693763700001;21;USA;US;Pasadena;California Institute of Technology;154
WOS:000693763700001;22;USA;US;Pasadena;California Institute of Technology;154
WOS:000694212400003;2;France;FR;Marseille;Centre National de la Recherche Scientifique (CNRS);128
WOS:000694212400003;4;France;FR;Lille;Centre National de la Recherche Scientifique (CNRS);128
WOS:000694212400003;9;France;FR;Nice;Centre National de la Recherche Scientifique (CNRS);128
WOS:000694212400003;13;USA;US;Pasadena;California Institute of Technology;154
